created_at,username,tweet,web,location
Wed Oct 06 15:52:51 +0000 2021,bananamiyk,"Sejak smp juga udah jauh soalnya mama sengaja nyekolahin di lingkungan yang beda biar temennya gak itu itu aja dan banyak pengalaman. Untung si dulu gaada sistem zonasi. 

Tapi kalo ramadhan tiba tiba akrab lagi soalnya kan ngumpul tadarus di mushola. Ih kangen da:( https://t.co/Rj4lVCmgnD",https:twitter.com/bananamiyk/status/1445779092926722060,𝙱𝚊𝚗𝚐𝚝𝚊𝚗’𝚜♡︎♡︎♡︎
Wed Oct 06 15:34:55 +0000 2021,nasgorpelangi,@CHWEG0 @treasuremembers Sistem zonasi😭 lit 🔥🔥🔥🔥🔥,https:twitter.com/nasgorpelangi/status/1445774579562016779,iKON - TREASURE
Wed Oct 06 15:30:17 +0000 2021,nasgorpelangi,@000314PJH @treasuremembers Udahlah ini mah sistem zonasi😭,https:twitter.com/nasgorpelangi/status/1445773414279495688,iKON - TREASURE
Wed Oct 06 14:56:01 +0000 2021,SUKUFUSHl,"pernah sih pas sma cuma ga keterima gara2 kena sistem zonasi, rumah w kejauhan jd yauda lanjutin sma di sekolah sebelumnya. ok2 aja sih gaperlu kenalan2 lagi WK https://t.co/cgWzmqMrPv",https:twitter.com/SUKUFUSHl/status/1445764788294873100,18+ || any pronouns
Wed Oct 06 12:42:48 +0000 2021,LVVLYJUBBLY,@bertanyarl sibuk mikirin sma mau kemana gr2 pake sistem zonasi sma negri di kota semua lah gua pelosok,https:twitter.com/LVVLYJUBBLY/status/1445731265861210114,bangtan
Wed Oct 06 12:03:41 +0000 2021,fkphbrawijaya,UNESCO meminta Indonesia untuk memberikan alasan tentang perubahan signifikan yang dilakukan pada sistem zonasi tahun 2020 yang mengakibatkan penurunan zona hutan belantara sampai sepertiga dari luas sebelumnya.,https:twitter.com/fkphbrawijaya/status/1445721421041127430,"Malang, Jawa Timur."
Wed Oct 06 11:01:49 +0000 2021,sinergi_bna,PDAM Tirta Daroy Banda Aceh: Aminullah: Air Bersih Akan Tuntas Tahun 2019 Dengan Sistem Zonasi https://t.co/NdAXTkmXV2,https:twitter.com/sinergi_bna/status/1445705849905680385,Banda Aceh
Wed Oct 06 08:32:25 +0000 2021,helgapaulina13,"RT @schfess: sch! Menurut kalian, apa yg akan terjadi di masa depan jika sekolah negeri trs menggunakan sistem jalur zonasi utk penerimaan…",https:twitter.com/helgapaulina13/status/1445668253687156741,
Wed Oct 06 07:35:18 +0000 2021,aresnaar412,@schfess masa depan? mungkin aja ga terus menggunakan sistem zonasi bisa aja nanti tiba tiba pake sistem kasta,https:twitter.com/aresnaar412/status/1445653879266295808,West Java
Wed Oct 06 07:33:01 +0000 2021,schfess,"sch! Menurut kalian, apa yg akan terjadi di masa depan jika sekolah negeri trs menggunakan sistem jalur zonasi utk penerimaan murid baru &amp; orang terus memalsukan data utk masuk ke sana?",https:twitter.com/schfess/status/1445653304629817344,RULES & Links 👉
Wed Oct 06 03:29:34 +0000 2021,ecosocrights,"Pembagian wilayah itu umum dilakukan oleh masyarakat adat. Di Sikka, Flores dikenal dgn uma ongen. Ilmu itu kini dikembangkan dunia Internasional dgn nama permakultur yg mengajarkan sistem zonasi. https://t.co/RcctRZnKQg",https:twitter.com/ecosocrights/status/1445592037663801344,Jakarta
Wed Oct 06 02:40:07 +0000 2021,noviaa_rachma,Baru tau gw harga paket data internet orang bisa beda2 :)))) ternyata ada yg namanya zonasi dan paket data yg muncul di menu tu dah dipersonalisasi sama sistem myTelkomsel nya 🙃 wkwk berasa sia2 nanya rekomen paket data ke orang2 😂,https:twitter.com/noviaa_rachma/status/1445579595781062660,Indonesia
Tue Oct 05 22:59:56 +0000 2021,udatauhid,@kompascom Akan banyak perubahan dalam beberapa tahun ke depan akibat sistem zonasi. Intakes jadi lebih merata.,https:twitter.com/udatauhid/status/1445524183027372038,"Jakarta Capital Region, Indone"
Tue Oct 05 12:34:57 +0000 2021,Moonyxandrose,"ganti juga dong kebijakan. ppdb dki semakin dipersulit. ada jalur umum, jalur lokal, jalur prestasi. padahal dulu tuh ppdb dki murni jalur umum semua. gua yakin bisa masuk jalur umum. tp pas gua kelas 3 smp saat itu, ketentuan berubah berdasarkan sistem zonasi 😌",https:twitter.com/Moonyxandrose/status/1445366899039039491,Amazon lily
Tue Oct 05 12:01:50 +0000 2021,horawrdan,"@pokigyu jokes abt my school, i do hate my school too but it hurts to accept kalo aku terpaksa sekolah disini yang, maaf, kurang bagus, karena sistem zonasi :(",https:twitter.com/horawrdan/status/1445358564986425346,
Tue Oct 05 05:11:34 +0000 2021,Jwnnuuu,Nangis banget sama sistem zonasi😭😭,https:twitter.com/Jwnnuuu/status/1445255318045298688,sungai nil
Wed Oct 13 05:28:32 +0000 2021,lovablefishy,Btw ini emang yang elimination episode 8 tuh top 8 based on negara ya? Udah kek daftar sekolah dijkt aja based on zonasi,https:twitter.com/lovablefishy/status/1448158692923248643,The Town They Paint
Wed Oct 13 05:02:53 +0000 2021,herricahyadi,"@ciroooo17 Haha sy ga tau, kl negeri kyknya ada standar nilai IPA. Mgkn jg tergantung zonasi. Dulu aja, waktu SD/SMP, kl mau ke sekolah favorit, hrs ckp nilainya. Kl ga, mentok cm bs di sekitar domisili.",https:twitter.com/herricahyadi/status/1448152237797117954,"Istanbul, Turkey"
Wed Oct 13 04:26:28 +0000 2021,eaJcrown,"@wonpiriy @day6confess aku kelas 12, omg ko bisa sekolah kotaaa bukannya zonasi?",https:twitter.com/eaJcrown/status/1448143072882147328,jae's
Wed Oct 13 03:06:31 +0000 2021,shbatsetan,"@schfess kalo dijakarta kemungkinan bisa dpt deh diprestasi soalnya juga anak sd jarang yg ada prestasinya, klo zonasi ya semoga aja nder masuk walaupun lewat umur coba semua sekolah😀 kuota zonasi lebih banyak biasanya, dkzkw semoga dpt negeri nder",https:twitter.com/shbatsetan/status/1448122955041439744,bima sakti
Wed Oct 13 02:56:56 +0000 2021,igissan,"@schfess sampai sekarang masih inget rasa sakit nya mundur, 2 kali (SMP-SMA) dilempar karna zonasi, waktu SD aku capek belajar eh katanya yang zonasi lebih diutamakan jadi aku pergi ke sekolah lain yang alhamdulilah aku betah, SMA ini ya Allah sakit sesakit sakit nya🙏☺️",https:twitter.com/igissan/status/1448120540242366466,
Wed Oct 13 02:55:06 +0000 2021,padukachanyeol,@schfess HAHAHAHAH KM GA IKHLAS SAMA ZONASI?! SAMA ANJENGGGG GA RIDHO BNGT KALAH ZONA MASUK KE SEKOLAH BUSUK GAJELAS GURU NYA GA JELAS SEKOLAHNYA GAJELAS SEMUANYA GAJELAS,https:twitter.com/padukachanyeol/status/1448120081058172929,johfam ▪︎ chanbaekist ▪︎ cons
Wed Oct 13 02:07:50 +0000 2021,sinosijac,"@schfess ini ppdb jakarta bukan? sepengalamanku, ppdb jakarta kalau lewat zonasi itu berdasarkan rt/rw terdekat sekolah, bukan berdasarkan meternya. tapi aku gak tahu ya soal ppdb wilayah lain, semangat utk adeknya semoga masuk sekolah yang diinginkan.",https:twitter.com/sinosijac/status/1448108186855223297,"she/her, harshword."
Tue Oct 12 23:23:16 +0000 2021,My_EXL,"@orangbiasamales efek sekolah daftar berdasarkan zonasi.
kalo reunian ketemunya tetangga sebelah",https:twitter.com/My_EXL/status/1448066770619748352,indonesia
Tue Oct 12 09:12:44 +0000 2021,M416SCARL,Tp menurut gw tabibito waktu sampe snezhnaya si teucer udh smp sih atau udh mau masuk sma trus bingung zonasi soalnya dia maunya sekolah di sumeru,https:twitter.com/M416SCARL/status/1447852727086682117,INTJ-A
Tue Oct 12 06:14:20 +0000 2021,schfess,"sch! dari kalian ada gak sih kelas 10, tp merasa ga cocok sm sekolah karena sistem zonasi? aku merasa ga cocok sekolah di man (madrasah negeri) tp demi ayahku aku sekolah disini... hafalannya banyak, aku jadi merasa beban nambah. apalagi mapel agama ada 5 😭😭",https:twitter.com/schfess/status/1447807831617392641,RULES & Links 👉
Tue Oct 12 02:36:32 +0000 2021,jeasanay,"@convomf sekolah gue sblm ada sistem zonasi sistem penerimaan siswanya pake nilai rapor sama UN, kalo rata""nya dibawah 7 udah ga keterima,tapi skrng yang rata"" diatas 7 malah jarang",https:twitter.com/jeasanay/status/1447753020989534216,
Mon Oct 11 14:01:02 +0000 2021,arshababiey,"@chitaglorya buat bayar kuliahh... modal usaha ibu... bayar sekolah adek yang bungsu, karena dia gak bisa sekolah negeri karna jauh (sekarang jalur zonasi), terpaksa harus swasta padahal uang kami paspasan banget kala itu🥺 udah tahun kedua pun belum lunas uang gedung adek🥺",https:twitter.com/arshababiey/status/1447562892241371142,
Mon Oct 11 12:58:38 +0000 2021,clurvydreams,"@schfess engga bgt pls, aku korban zonasi and yaa kesel bgt ga masuk sekolah fav, and disini tuh kaya kurang fasilitas sama ekskulnya kayaa ga niat gitu cuma diem diem aja, osisnya juga sama diem diem aja si dari awal aku masuk rasanya pen pindah ajaa deh aslii nangis bgt klo inget😭",https:twitter.com/clurvydreams/status/1447547189832548357,
Mon Oct 11 12:52:50 +0000 2021,iniedin,"@schfess kalo ngga keterima ikut jalur 2 zonasi ntar yg ngurusin titik rumahnya juga sekolah tinggal kita cek bener apa ngga trs submit trs tinggal tunggu confirm
biasanya jaraknya ngga terlalu jauh sih dari jalur 1-2 sama web nya emg sering error gitu waktu itu jadi prosesnya mayan lama",https:twitter.com/iniedin/status/1447545729761771525,Exo planet - Neocity
Mon Oct 11 12:23:52 +0000 2021,svtwonujjang,Gak tau kenapa makin ke sini makin ngerasa sekolah jalur zonasi dan umur itu ngebebanin banget,https:twitter.com/svtwonujjang/status/1447538438345945088,she/her
Mon Oct 11 07:33:05 +0000 2021,90sjeuni,"tunas rimba wkwk, masih inget soalnya semua sekolah gue zonasi semua https://t.co/CPULnaQLgl",https:twitter.com/90sjeuni/status/1447465259762028545,
Mon Oct 11 01:49:49 +0000 2021,maszhongli,"korban zonasi : jelek jelekin sekolah sendiri 

😭😭😭 siapa suruh sekolah disitu ""zonasi bisa apa""",https:twitter.com/maszhongli/status/1447378875822923777,they/them
Mon Oct 11 01:20:28 +0000 2021,kanaotsy,"G, yg A. Soalnya lingkungan pengaruh sih, kalo di sekitarku orang2nya positif, terus rata2 kalo dari sekolah unggul kan pada pinter2 dan rajin tuh, bakal pengaruh juga ke akunya. Sebenernya SMP sama SMA aja ngerasa agak beda, karena pas SMA zonasi, otomatis kecampur",https:twitter.com/kanaotsy/status/1447371488055545856,
Mon Oct 11 01:06:14 +0000 2021,inflasideflasi,"@schfess a dong, meskipun udah zonasi tapi fakta lapangannya juga beda. misal dari segi fasilitas/guru, kuota snm juga diambil dari akreditasi sekolah. pinter-pinter bawa diri aja, temuin sirkel pertemanan yg ambis biar nanti keikut ambis juga👍🏻",https:twitter.com/inflasideflasi/status/1447367905352380421,soshum | gapyear'²¹
Mon Oct 11 00:43:07 +0000 2021,nesanjayyyy,@schfess snm aja masih lihat unggul unggulan sekolah kan?? padahal masuk sma nya aja masih zonasi,https:twitter.com/nesanjayyyy/status/1447362088750354433,1
Sun Oct 10 20:59:44 +0000 2021,woonzgi,"tmn w sekelas dl masuk ke 1 sma yg sama kaya aku, bahkan sekelas sm aku.. kalo aja aku ga ngasih tau kalo dia keterima di jalur zonasi, mungkin dia bakal sekolah di sma lain yg jauh. tapi kok tingkahmu kaya ga berterima kasih gitu? apa gara2 punya sirkel baru? trs aku ditinggal",https:twitter.com/woonzgi/status/1447305874427375617,"Central Java, Indonesia"
Sat Oct 09 16:14:06 +0000 2021,Thalassaea,"@schfess Tergantung banyaknya peminat disekolah tsb deh nder kalo gk salah, soalnya dikotaku yang sekolah fav jalur zonasi yang keterima jaraknya meteran",https:twitter.com/Thalassaea/status/1446871602897977347,fvck physics
Sat Oct 09 13:30:14 +0000 2021,rif_N11,"@hendrarprihadi mcri solusi/msukan,sy ktp Jabungan,SDN dsna jauh,smentr sy tgl d Xgawe,krn ank sdh msuk tk d sn n tiap hr saat d tinggl kerja sy n istri,2 ank sy titip d rmh mbh Xgawe.Biar sesuai dgn keuangan saya,  jk msh menggunakan sistem zonasi saat ini,apakh ank bs sekolah di SDN luar zona?",https:twitter.com/rif_N11/status/1446830365381779456,
Sat Oct 09 05:55:51 +0000 2021,berjakey,"@Harut0_Watanabe iya sma 1, ya gitu deh org2nya gabisa ngerinciin detail sjsjs :( iya didaerah aku fav tapi karena skrg kan pake sistem zonasi jadi udh engga ada embel2 sekolah favorite lg",https:twitter.com/berjakey/status/1446716014285131793,
Sat Oct 09 05:33:40 +0000 2021,markkezhoot,"@direktoridosen @BimaAryaS ga usah lah.. udah ada UIII ga jauh dari situ. @BimaAryaS biar urus SMP-SMP negerinya, yg bentar lagi panen siswa2 hasil sistem zonasi. lulusannya mungkin cuma imbas-imbis. pemalas pun kalo rumah deket sekolah ya ketrima..",https:twitter.com/markkezhoot/status/1446710431192477696,senegal
Sat Oct 09 03:36:22 +0000 2021,Aidachoirunnisa,"Lagi penilaian harian online di skul. Setiap siswa dipinjamkan tablet oleh skul.

Meskipun mereka siswa generasi zonasi, mgkn mereka terbawa vibes menjadi sekolah unggulan. Setidaknya mereka jd berusaha yg terbaik meskipun kadang hasil minim.

Pas waktu ujian habis,,",https:twitter.com/Aidachoirunnisa/status/1446680912054276101,"Bekasi, Indonesia"
Sat Oct 09 03:32:20 +0000 2021,ardanisbergas,"@samartemaram Yoi. Mana dibilang ""Inspektorat itu lembaga kecil"", man ""Inspektorat"" itu salah satu lembaga yang ""sangar"" tapi jarang disorot, mereka aja punya jatah masukin sekolah nembus batas zonasi bahkan sampe ke PTN 🤣🤣🤣🤣🤣",https:twitter.com/ardanisbergas/status/1446679900623020039,Behind Enemy Lines
Sat Oct 09 01:15:35 +0000 2021,magelangbike,"Saatnya siswa/i di Magelang turut peduli, langkah paling sederhana. Bersepeda, berjalan kaki atau berkendara umum ke sekolah. Sistem zonasi tentu memungkinkan buat dilakukan. https://t.co/FqfanyHd6Q",https:twitter.com/magelangbike/status/1446645483816902658,
Fri Oct 08 10:25:33 +0000 2021,souyaq,"@ayeeayeee4 @Saywoooww @bantalkafuck @Tendensibundir Makanya susah banget kaya gini, kasian anak yang berprestasi mau masuk sekolah itu tapi kegeser sama Zonasi, ini ide siapa sih bikin emosi 😃",https:twitter.com/souyaq/status/1446421500660125708,variant like loki 
Fri Oct 08 10:21:01 +0000 2021,ayeeayeee4,"@souyaq @Saywoooww @bantalkafuck @Tendensibundir mjb, tapi bener bngt😭 ada zonasi tu malah bikin nama sekolah jelek😭 aku baru lulus taun ini kan, banyak guru2 yg sambat karena murid2 angkatan bawah ku itu nakal2 astagaa 😭 banyak yg dikeluarin atau keluar dari sekolah😀👍",https:twitter.com/ayeeayeee4/status/1446420360602161157,
Fri Oct 08 07:14:40 +0000 2021,Saywoooww,"@souyaq @bantalkafuck @Tendensibundir Serem bgtt kaya kok siap bgt jd pembunuh gitu.. ngeri bgt deh ituu, apa reputasi sekolah jg ga jadi menurun ya kalau kaya gitu terus.. kaya ga mau masukin anaknya ke sekolah itu.. tp masih kejebak sistem zonasi ya skrg??",https:twitter.com/Saywoooww/status/1446373463380217860,"Berlin, Deutschland"
Fri Oct 08 05:57:53 +0000 2021,viviarans,"@HAIKYUUFESS itu au yang osamu pakai kacamata ke sekolah terus di bully sama suna bukan sih?
atsumu beda sekolah sama sakusa &amp; osamu karena daftar sekolah lewat jalur zonasi",https:twitter.com/viviarans/status/1446354138304966656,
Thu Oct 07 22:47:29 +0000 2021,inikeybi,"@tukangtwittter @dlesteee @kvrapicka @sundanesehuman @txtdaribogor Alasan lu gak bisa dipake di Kota Bogor mas maaf, alasannya sekolah negeri di Bogor cuman sedikit swastanya banyak. Terus sistem sekarang zonasi. Dan nutup sekolah ngebuat semua orang yang gak terlibat jadi korban. Lu mau dia taro di sekolah mana kalau ternyata gak masuk zonasi?",https:twitter.com/inikeybi/status/1446245826364207105,"Bogor, Jawa Barat"
Thu Oct 07 15:26:33 +0000 2021,bon_amicf,"@AnandaAbee @subcyclist @prayogiee82 @Kemdikbud_RI @e100ss Bukannya sekarang sekolah udah zonasi wilayah ya? Untuk yang negeri? Kalo tidak salah, mon maaf ni ya kalo salah",https:twitter.com/bon_amicf/status/1446134861614305280,
Thu Oct 07 15:10:14 +0000 2021,HidetoKyun,Big threenya udah masuk top 0.1%. Omong-omong banyak sekolah 'pinggiran' yang rankingnya mulai naik tahun ini. Efek zonasi kah?,https:twitter.com/HidetoKyun/status/1446130753461313545,Indo's right pecs 🇮🇩
Thu Oct 07 14:03:32 +0000 2021,sagminn,"pernah, waktu aku masuk SMA. Disitu aku ga keterima di negeri karena sistem zonasi. Bapak nyariin sekolah sampai akhirnya keterima di madrasah, dan disitu bapak nangis. Karena jujur itu kali pertama aku susah bgt dapet sekolah. https://t.co/3hxbUHU7HV",https:twitter.com/sagminn/status/1446113968376868871,Mirae
Thu Oct 07 11:56:52 +0000 2021,SaltoMbahmu,"@subcyclist @Hendrik06101317 @Kemdikbud_RI @e100ss Tidak semua pake zonasi wahai pesepeda, saya pakai jalud reguler dan jarak rumah saya ke sekolah aja udah 8km, belum lagi daerah rumah saya jalannya naik turun. Dan itu pun lewat jalan protokol yang dimana kalo saya pulang siang pasti puanas.",https:twitter.com/SaltoMbahmu/status/1446082090890530820,
Thu Oct 07 11:23:52 +0000 2021,tobiolucu,nonton sunoo's curiosity lab trus baru tau kalo ternyata di korea jg ada semacem sistem zonasi gitu buat daftar sekolah 🤔,https:twitter.com/tobiolucu/status/1446073790211899393,🚫 don't follow 🚫
Thu Oct 07 09:14:48 +0000 2021,rrestuwning,"@schfess nder nder coba nder, ngga malu sama ortu kah ? ngga malu sama diri sendiri ? ngga malu sama takdir udah dikasi sekolah di saat banyak anak ga dapet karena zonasi or ngga support dibiaya ? malu!",https:twitter.com/rrestuwning/status/1446041307491700737,
Thu Oct 07 06:36:09 +0000 2021,kavinji,@kumparan Dengan zonasi menurut saya  membatasi anak dan memaksa anak untuk memilih sekolah sesuai zona nya bukan sesuai kompetensinya ahirnya anak2 yg berkompetensi tinggi maupun rendah kurang mendapatkan layanan sebagai mana mestinya,https:twitter.com/kavinji/status/1446001382926864389,Oslo kothok
Thu Oct 07 05:39:15 +0000 2021,subcyclist,"@sukmaprabawati @Hendrik06101317 @Kemdikbud_RI @e100ss 1 &amp; 2. kalau beli sepeda ngga mampu berarti pilihannya ke sekolah cuma jalan kaki kan? karena asumsinya beli sepeda ngga mampu berarti uang untuk transport ngga ada, dan ortu ngga memiliki kendaraan juga. 
3. setahu saya tahun ini sekolah swasta mulai disertakan dalam zonasi.",https:twitter.com/subcyclist/status/1445987063065546754,"Kota Surabaya, Jawa Timur"
Thu Oct 07 03:01:22 +0000 2021,nanovond,"@subcyclist @Kemdikbud_RI @e100ss harus sinkron dengan kebijakan zonasi sekolah jadi siswa akan bersekolah di tempat yg gak jauh dari lingkungannya

memperkecil kemungkinan siswa bersepeda jarak jauh",https:twitter.com/nanovond/status/1445947330683805701,
Thu Oct 07 02:51:46 +0000 2021,subcyclist,"@Hendrik06101317 @Kemdikbud_RI @e100ss 1. Harganya lebih murah dari motor
2. Naik motor jauh lebih tidak aman dan tidak menjamin keselamatan dibandingkan bersepeda untuk anak seusia mereka

3. Sekarang kan sudah zonasi? Jarak rumah ke sekolah harusnya tidak jauh

4. Ada teknologi sepeda namanya keranjang dan pannier",https:twitter.com/subcyclist/status/1445944911874834432,"Kota Surabaya, Jawa Timur"
Thu Oct 07 01:30:07 +0000 2021,convomf,💙 guys nanya dong sistem penerimaan sekolah tuh masih make sistem zonasi rumah ga sih?,https:twitter.com/convomf/status/1445924365606871046,
Thu Oct 07 00:09:40 +0000 2021,taesungluv,"Tau ga alasan gue banyak dikenal anak sekolah? Karna isi nya orng² se komplek, kena zonasi nie bos🤭 https://t.co/cmBm4EqsjI",https:twitter.com/taesungluv/status/1445904120905306117,
Wed Oct 06 14:56:01 +0000 2021,SUKUFUSHl,"pernah sih pas sma cuma ga keterima gara2 kena sistem zonasi, rumah w kejauhan jd yauda lanjutin sma di sekolah sebelumnya. ok2 aja sih gaperlu kenalan2 lagi WK https://t.co/cgWzmqMrPv",https:twitter.com/SUKUFUSHl/status/1445764788294873100,18+ || any pronouns
Wed Oct 06 08:32:25 +0000 2021,helgapaulina13,"RT @schfess: sch! Menurut kalian, apa yg akan terjadi di masa depan jika sekolah negeri trs menggunakan sistem jalur zonasi utk penerimaan…",https:twitter.com/helgapaulina13/status/1445668253687156741,
Wed Oct 06 07:50:23 +0000 2021,freedomsya,@schfess menurutku gabisa 100% zonasi sih jadi emang harus dipadupadankan sama jalur lain yang tetep membuka kesempatan bagi siswa berprestasi tapi kalah dalam jarak sekolah,https:twitter.com/freedomsya/status/1445657676122259459,
Wed Oct 06 07:38:14 +0000 2021,astronton,Knp kita dihadapkan zonasi sedangkan SNM dihadapkan akreditasi sekolah?,https:twitter.com/astronton/status/1445654615928623105,science major
Wed Oct 06 07:33:01 +0000 2021,schfess,"sch! Menurut kalian, apa yg akan terjadi di masa depan jika sekolah negeri trs menggunakan sistem jalur zonasi utk penerimaan murid baru &amp; orang terus memalsukan data utk masuk ke sana?",https:twitter.com/schfess/status/1445653304629817344,RULES & Links 👉
Tue Oct 05 12:55:16 +0000 2021,NurulHayana1,"Sebenarnya agak kecewa dengan keputusan zonasi, karena sekolah yg sudah membangun image favorite dari sejak lama runtuh gara2 zonasi.
Udah kayak gak ada spesialnya, jadi gak ada yg bisa dipamerkan maksudnya🤣
Kasihan siswa yg modal otak gak ada previlage untuk pamer🤣",https:twitter.com/NurulHayana1/status/1445372014479306754,"Bantul, Yogyakarta"
Tue Oct 05 12:01:50 +0000 2021,horawrdan,"@pokigyu jokes abt my school, i do hate my school too but it hurts to accept kalo aku terpaksa sekolah disini yang, maaf, kurang bagus, karena sistem zonasi :(",https:twitter.com/horawrdan/status/1445358564986425346,
Tue Oct 05 11:31:03 +0000 2021,aroceans,"Awalnya.. karena anjir buat apa gue mati""an belajar waktu UN nem lumayan bgt tapi gak bisa masuk sma yang dipengen karena zonasi... Tapi pas udah mulai sekolah, ilang semua keinginan buat pindah itu. Temen""nya super asik, https://t.co/REv7eEhKw3",https:twitter.com/aroceans/status/1445350818316697601,
Tue Oct 05 09:17:28 +0000 2021,biehunbb,"@RBA837 @collegemenfess kalo ngandelin pemerintah untuk ekonomi, ga semuanya dapet segimana kebutuhannya. Ini ku lihat dari org dideketku aja ya, butuh uang buat sekolah bikin kip sampe skrg gabisa, negeri jg gamasuk karna zonasi, belom lagi bansos aja gadapet, ya akhirnya dia kudu kerja cari uangg",https:twitter.com/biehunbb/status/1445317203599839237,
Tue Oct 05 06:46:09 +0000 2021,choaocha,@rheafz_ katanya si mau lanjut ke sekolah saya yang dulu. berharap aja si taun depan zonasi udah gada,https:twitter.com/choaocha/status/1445279120787603460,Hufflepuff Dormitory
Tue Oct 05 02:35:13 +0000 2021,jahe_yuneoh,"@justUssechan2 Jauh anjir sekolah lo, kl gada zonasi bisa kali gue waktu itu nyoba daftar disana ☠️☠️",https:twitter.com/jahe_yuneoh/status/1445215975264059392,
Mon Oct 04 23:57:23 +0000 2021,subschfess,"sch! buat kakak2 kls 10 yg kemaren ppdb, mau nanya kalo misal kita daftar di sekolah A pkek jalur zonasi, nah ternyata aku ngga diterima trs klo aku mau daftar tpi pindah lewat jalur prestasi tpi disekolah yg sama, kira2 bisa ngga? tia",https:twitter.com/subschfess/status/1445176254102048772,RULES 👉
Mon Oct 04 22:56:51 +0000 2021,CakTainKomari,"@andinitiaresti Loh, kalau sekarang bukannya sudah pakai zonasi sehingga bisa pilih sekolah terdekat... Kok masih jauh..?",https:twitter.com/CakTainKomari/status/1445161021052579846,
Sat Oct 09 14:22:03 +0000 2021,micolashx_,zonasi ngentot mati aja lo kebijakan asu,https:twitter.com/micolashx_/status/1446843405301026822,
Thu Oct 07 03:07:12 +0000 2021,subcyclist,@nanovond @Kemdikbud_RI @e100ss Betul kebijakan zonasi itu bisa dioptimalkan,https:twitter.com/subcyclist/status/1445948798254022659,"Kota Surabaya, Jawa Timur"
Thu Oct 07 03:01:22 +0000 2021,nanovond,"@subcyclist @Kemdikbud_RI @e100ss harus sinkron dengan kebijakan zonasi sekolah jadi siswa akan bersekolah di tempat yg gak jauh dari lingkungannya

memperkecil kemungkinan siswa bersepeda jarak jauh",https:twitter.com/nanovond/status/1445947330683805701,
Tue Oct 05 12:34:57 +0000 2021,Moonyxandrose,"ganti juga dong kebijakan. ppdb dki semakin dipersulit. ada jalur umum, jalur lokal, jalur prestasi. padahal dulu tuh ppdb dki murni jalur umum semua. gua yakin bisa masuk jalur umum. tp pas gua kelas 3 smp saat itu, ketentuan berubah berdasarkan sistem zonasi 😌",https:twitter.com/Moonyxandrose/status/1445366899039039491,Amazon lily
Wed Oct 13 05:54:04 +0000 2021,FOURFOURFOUR129,"@schfess nder 600m kata aku masuk deh ke zonasi. Kalo kamu punya laptop/komputer kamu ukur jarak lurus di maps di laptop, soalnya waktu ppdb ade aku kemaren gituu.",https:twitter.com/FOURFOURFOUR129/status/1448165119783964674,hooh
Wed Oct 13 02:07:16 +0000 2021,DebbieTambunan,"@schfess Temen sekelas anakku ada yg lahir bulan 9 nder. Tenang aja. Lagian kalo zonasi kan diurutkan jarak, baru kmdn umur",https:twitter.com/DebbieTambunan/status/1448108044055896076,Purworejo
Thu Oct 07 11:56:52 +0000 2021,SaltoMbahmu,"@subcyclist @Hendrik06101317 @Kemdikbud_RI @e100ss Tidak semua pake zonasi wahai pesepeda, saya pakai jalud reguler dan jarak rumah saya ke sekolah aja udah 8km, belum lagi daerah rumah saya jalannya naik turun. Dan itu pun lewat jalan protokol yang dimana kalo saya pulang siang pasti puanas.",https:twitter.com/SaltoMbahmu/status/1446082090890530820,
Thu Oct 07 09:50:33 +0000 2021,ituakuu____,"@aulmaulidiana pernah, beberapa tahun lalu tepatnya pas diterima di SMA idaman. kek ""ya Allah ternyata ga ada yang ga mungkin"" padahal zonasi dan jarak rumah &gt;12km. gabisa diomongin seseneng apa, yang jelas Allah maha baik✨
banyak bgt sih sebenernya, Allah emang baik banget",https:twitter.com/ituakuu____/status/1446050303325868039,"East Java, Indonesia"
Thu Oct 07 03:01:22 +0000 2021,nanovond,"@subcyclist @Kemdikbud_RI @e100ss harus sinkron dengan kebijakan zonasi sekolah jadi siswa akan bersekolah di tempat yg gak jauh dari lingkungannya

memperkecil kemungkinan siswa bersepeda jarak jauh",https:twitter.com/nanovond/status/1445947330683805701,
Thu Oct 07 02:51:46 +0000 2021,subcyclist,"@Hendrik06101317 @Kemdikbud_RI @e100ss 1. Harganya lebih murah dari motor
2. Naik motor jauh lebih tidak aman dan tidak menjamin keselamatan dibandingkan bersepeda untuk anak seusia mereka

3. Sekarang kan sudah zonasi? Jarak rumah ke sekolah harusnya tidak jauh

4. Ada teknologi sepeda namanya keranjang dan pannier",https:twitter.com/subcyclist/status/1445944911874834432,"Kota Surabaya, Jawa Timur"
Wed Oct 06 14:30:42 +0000 2021,mudahsinyal,@FOOD_FESS coba aja pake zonasi. dr jarak segini ke segini brp. tp kl seribu sekilo masa mahal. 10km 10rb doang :(,https:twitter.com/mudahsinyal/status/1445758418661171205,
Wed Oct 06 07:50:23 +0000 2021,freedomsya,@schfess menurutku gabisa 100% zonasi sih jadi emang harus dipadupadankan sama jalur lain yang tetep membuka kesempatan bagi siswa berprestasi tapi kalah dalam jarak sekolah,https:twitter.com/freedomsya/status/1445657676122259459,
Wed Oct 13 06:40:36 +0000 2021,WendySoko,Ya allah pengen rabi. Nik boten saget lewat jalur tawangmangu-sarangan. Lewat jalur zonasi boten nopo2.,https:twitter.com/WendySoko/status/1448176829647364099,indonesia
